"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Meldedatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Strasse";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE945775479869";"PVA Torgau 28-36";"In Betrieb";"Solare Strahlungsenergie";"93,62";"80";"5/31/2019";"6/3/2019";"Sachsen";"04860";"Torgau";"Zinnaer Straße";"36";"";"";"14730310";"51,566";"12,971";"302";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/3/2019";"";"";"SolBlock Solution GmbH & Co. KG";"ABR950151411036";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL932166421309";"EEG975439071917";"";"5/31/2019";"";"";"";"";"";""
"SEE973462989315";"BHKW Torgau Zinnaer 26";"In Betrieb";"Erdgas";"19,2";"19,2";"12/13/2018";"6/3/2019";"Sachsen";"04860";"Torgau";"";"";"";"";"14730310";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"6/3/2019";"";"";"SolBlock Solution GmbH & Co. KG";"ABR950151411036";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL903993024735";"";"";"";"";"KWK907351604782";"12/13/2018";"19.2";"36.1";""
"SEE900071864672";"BHKW Torgau Zinnaer 36";"In Betrieb";"Erdgas";"19,2";"19,2";"12/13/2018";"6/3/2019";"Sachsen";"04860";"Torgau";"";"";"";"";"14730310";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"6/3/2019";"";"";"SolBlock Solution GmbH & Co. KG";"ABR950151411036";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL902930257489";"";"";"";"";"KWK919857825516";"12/13/2018";"19.2";"36.1";""
"SEE997191101534";"Eigensonne PV A 383";"In Betrieb";"Solare Strahlungsenergie";"9,75";"9,75";"5/10/2019";"6/3/2019";"Sachsen";"04668";"Parthenstein";"";"";"";"";"14729340";"";"";"30";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/12/2019";"";"";"natürliche Person (ABR981033493512)";"ABR981033493512";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL997765483349";"EEG982516346363";"E41081010000000000000000000299244";"5/10/2019";"";"";"";"";"";""
"SEE909349997173";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"7,8";"7";"5/29/2019";"6/3/2019";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"26";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/13/2019";"";"";"natürliche Person (ABR959085538932)";"ABR959085538932";"";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL900167941911";"EEG942412334918";"E41081010000000000000000000294812";"5/29/2019";"";"";"";"";"";""
"SEE940803232348";"Garage";"In Betrieb";"Solare Strahlungsenergie";"4,5";"4";"7/24/2015";"6/3/2019";"Sachsen";"04838";"Doberschütz";"";"";"";"";"14730080";"";"";"25";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/13/2019";"";"";"natürliche Person (ABR901326484638)";"ABR901326484638";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL905532919243";"EEG999629458913";"E41081010000000000000000000232492";"7/24/2015";"";"";"";"";"";""
"SEE944931522487";"sunnyboy paule";"In Betrieb";"Solare Strahlungsenergie";"4,05";"4,05";"12/6/2017";"6/3/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"15";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/3/2019";"";"";"natürliche Person (ABR989485575299)";"ABR989485575299";"Teileinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL978646058962";"EEG906103120303";"";"12/6/2017";"";"";"";"";"";""
"SEE961229175064";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"2,66";"2,65";"1/15/2018";"6/3/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"9";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/3/2019";"";"";"natürliche Person (ABR967544639502)";"ABR967544639502";"Teileinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL916361806451";"EEG964086169627";"";"1/15/2018";"";"";"";"";"";""
"SEE906047142317";"Haus";"In Betrieb";"Solare Strahlungsenergie";"5,5";"5";"1/9/2017";"6/3/2019";"Sachsen";"04808";"Lossatal";"";"";"";"";"14729245";"";"";"22";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/5/2019";"";"";"natürliche Person (ABR957782142704)";"ABR957782142704";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL953078093491";"EEG975956757936";"E41081010000000000000000000250560";"1/9/2017";"";"";"";"";"";""
"SEE907974106427";"Bitzer";"In Betrieb";"Solare Strahlungsenergie";"5,8";"5,8";"5/27/2019";"6/4/2019";"Sachsen";"04177";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/4/2019";"";"";"natürliche Person (ABR960108969831)";"ABR960108969831";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL975541423857";"EEG918792434043";"";"5/27/2019";"";"";"";"";"";""
"SEE929133214248";"EON Aura FM 300 Watt ( Stück )";"In Betrieb";"Solare Strahlungsenergie";"5,4";"4,5";"5/27/2019";"6/4/2019";"Sachsen";"04207";"Leipzig";"";"";"";"";"14713000";"";"";"18";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/4/2019";"";"";"natürliche Person (ABR979756281967)";"ABR979756281967";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL957482235805";"EEG969855826466";"";"5/27/2019";"";"";"";"";"";""
"SEE980072399724";"FRAZLEIPZIG";"In Betrieb";"Solare Strahlungsenergie";"8,25";"6";"2/5/2015";"5/31/2019";"Sachsen";"04177";"Leipzig";"";"";"";"";"14713000";"";"";"33";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/4/2019";"";"";"natürliche Person (ABR974746957273)";"ABR974746957273";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL930819180467";"EEG998512682442";"";"2/5/2015";"";"";"";"";"";""
"SEE952853990246";"19_04347_The_42";"In Betrieb";"Solare Strahlungsenergie";"121,5";"100";"6/13/2018";"6/4/2019";"Sachsen";"04347";"Leipzig";"Theklaer Straße";"42";"";"";"14713000";"51,366";"12,423";"450";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"9/13/2019";"";"";"SOLARIMO";"ABR945486862196";"";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL980395236737";"EEG986343541014";"E40770010000010005097780761700001";"6/13/2018";"";"";"";"";"";""
"SEE945366202517";"VGP Leipzig A1 - 531,3";"In Betrieb";"Solare Strahlungsenergie";"531,3";"420";"6/4/2019";"6/4/2019";"Sachsen";"04158";"Leipzig";"Pelzgasse";"1-3";"";"";"14713000";"51,401";"12,39";"1932";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"KOHIVO Green Investments GmbH & CO KG";"ABR909125610425";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL973817879131";"EEG960244616644";"E41081010000000000000000000263945";"6/4/2019";"";"";"";"";"";""
"SEE986390498460";"Dachanlage";"In Betrieb";"Solare Strahlungsenergie";"5,27";"4,2";"6/4/2019";"6/4/2019";"Sachsen";"04347";"Leipzig";"";"";"";"";"14713000";"";"";"17";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/4/2019";"";"";"GERULUS e.k.";"ABR914226247050";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL902586536815";"EEG990689181001";"";"6/4/2019";"";"";"";"";"";""
"SEE952155326354";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"5";"5";"5/23/2019";"6/4/2019";"Sachsen";"04849";"Bad Düben";"";"";"";"";"14730020";"";"";"22";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/4/2019";"";"";"natürliche Person (ABR966408397466)";"ABR966408397466";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Umspannebene Mittelspannung/Niederspannung";"SEL981663941667";"EEG976219314088";"";"5/23/2019";"";"";"";"";"";""
"SEE913634617974";"PV129";"In Betrieb";"Solare Strahlungsenergie";"9,72";"9,72";"2/28/2017";"6/5/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"36";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR933657379758)";"ABR933657379758";"Volleinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL988593454007";"EEG998467547049";"E40551014000100006034000S004P0129";"2/28/2017";"";"";"";"";"";""
"SEE964916326350";"Hausdach2";"In Betrieb";"Solare Strahlungsenergie";"1,4";"1,3";"10/4/2014";"6/5/2019";"Sachsen";"04509";"Delitzsch";"";"";"";"";"14730070";"";"";"5";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR935158503281)";"ABR935158503281";"Volleinspeisung";"";"Stadtwerke Delitzsch GmbH (SNB937001443546)";"SNB937001443546";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL937736598504";"EEG920423557236";"";"10/4/2014";"";"";"";"";"";""
"SEE954418365650";"PVA Herbsthof";"In Betrieb";"Solare Strahlungsenergie";"6,3";"6";"5/27/2019";"6/5/2019";"Sachsen";"04758";"Oschatz";"";"";"";"";"14730230";"";"";"20";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR917967880937)";"ABR917967880937";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL978400417622";"EEG992221401998";"";"5/27/2019";"";"";"";"";"";""
"SEE941312349206";"Scheune Strom";"In Betrieb";"Solare Strahlungsenergie";"18,09";"17";"5/17/2016";"6/5/2019";"Sachsen";"04680";"Colditz";"";"";"";"";"14729080";"";"";"54";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR978019558532)";"ABR978019558532";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL976149436270";"EEG955025677556";"";"5/17/2016";"";"";"";"";"";""
"SEE997165048360";"Scheune Batterie";"In Betrieb";"Speicher";"3,3";"3,3";"5/17/2016";"6/5/2019";"Sachsen";"04680";"Colditz";"";"";"";"";"14729080";"";"";"";"";"";"";"";"";"";"16";"";"";"6/5/2019";"";"";"natürliche Person (ABR978019558532)";"ABR978019558532";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL949411480417";"EEG965063110298";"";"5/17/2016";"";"";"";"";"";""
"SEE920861605049";"OKAL_Musterhaus_Schkeuditz";"In Betrieb";"Solare Strahlungsenergie";"5";"4,6";"6/4/2019";"6/5/2019";"Sachsen";"04435";"Schkeuditz";"";"";"";"";"14730270";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"OKAL Haus";"ABR957689572574";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL957015390438";"EEG903599790287";"";"6/4/2019";"";"";"";"";"";""
"SEE947224270683";"OKAL_Musterhaus_Schkeuditz_Speicher";"In Betrieb";"Speicher";"1,5";"1,5";"6/4/2019";"6/5/2019";"Sachsen";"04435";"Schkeuditz";"";"";"";"";"14730270";"";"";"";"";"";"";"";"";"";"4,6";"";"";"11/28/2019";"";"";"OKAL Haus";"ABR957689572574";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL960188396565";"EEG939210852416";"";"6/4/2019";"";"";"";"";"";""
"SEE934606242482";"Werkstatt Strom";"In Betrieb";"Solare Strahlungsenergie";"9,9";"9,9";"6/5/2019";"6/5/2019";"Sachsen";"04680";"Colditz";"";"";"";"";"14729080";"";"";"30";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR978019558532)";"ABR978019558532";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL959003790824";"EEG908423785996";"";"6/5/2019";"";"";"";"";"";""
"SEE984561285390";"Werkstatt Batterie";"In Betrieb";"Speicher";"3,3";"3,3";"6/5/2019";"6/5/2019";"Sachsen";"04680";"Colditz";"";"";"";"";"14729080";"";"";"";"";"";"";"";"";"";"12";"";"";"6/5/2019";"";"";"natürliche Person (ABR978019558532)";"ABR978019558532";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL993143155488";"EEG957263561031";"";"6/5/2019";"";"";"";"";"";""
"SEE937492784999";"PV_Anlage";"In Betrieb";"Solare Strahlungsenergie";"175,845";"165";"5/31/2019";"6/5/2019";"Sachsen";"04229";"Leipzig";"Markranstädter Straße";"8 a";"";"";"14713000";"51,326";"12,329";"615";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/29/2019";"";"";"GASAG Solution Plus GmbH";"ABR999198842922";"Volleinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL960841185864";"EEG942907417331";"E40770010000010005097785588000001";"5/31/2019";"";"";"";"";"";""
"SEE946763877544";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"5,3";"5,3";"2/21/2018";"6/5/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/5/2019";"";"";"natürliche Person (ABR979042801053)";"ABR979042801053";"Volleinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL970661948020";"EEG951017001163";"";"2/21/2018";"";"";"";"";"";""
"SEE943841109603";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"422,655";"363";"5/31/2019";"6/6/2019";"Sachsen";"04229";"Leipzig";"Wachsmuthstraße";"4";"";"";"14713000";"51,324";"12,33";"1483";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/20/2020";"";"";"GASAG Solution Plus GmbH";"ABR999198842922";"Volleinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Mittelspannung";"SEL971261413062";"EEG974556188973";"E40770010000010005097785589800001";"5/31/2019";"";"";"";"";"";""
"SEE978325856766";"Fotovoltaik Biesen";"In Betrieb";"Solare Strahlungsenergie";"9,61";"9,61";"5/23/2019";"6/5/2019";"Sachsen";"04519";"Rackwitz";"";"";"";"";"14730250";"";"";"30";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/20/2020";"";"";"natürliche Person (ABR936673665737)";"ABR936673665737";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL916816908556";"EEG916849265015";"E41081010000000000000000000299589";"5/23/2019";"";"";"";"";"";""
"SEE953220720169";"Speicher Biesen";"In Betrieb";"Speicher";"2,5";"2,25";"7/8/2019";"7/9/2019";"Sachsen";"04519";"Rackwitz";"";"";"";"2 Flurstück 132/145";"14730250";"";"";"";"";"";"";"";"";"";"5";"";"";"7/9/2019";"";"";"natürliche Person (ABR936673665737)";"ABR936673665737";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL927595429675";"EEG967480427133";"";"5/23/2019";"";"";"";"";"";""
"SEE980813516359";"PVA Hausdach";"In Betrieb";"Solare Strahlungsenergie";"9,9";"8,5";"6/24/2019";"6/5/2019";"Sachsen";"04347";"Leipzig";"";"";"";"";"14713000";"";"";"33";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/24/2019";"";"";"natürliche Person (ABR911047784559)";"ABR911047784559";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL921948246131";"EEG971107622078";"";"6/24/2019";"";"";"";"";"";""
"SEE979999972226";"Werkstatt 1 Mutzschen";"In Betrieb";"Solare Strahlungsenergie";"153,76";"153,76";"5/31/2019";"6/6/2019";"Sachsen";"04668";"Grimma";"Mutzschener Bahnhofstraße";"57";"";"";"14729160";"51,267";"12,892";"496";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"1/15/2020";"";"";"JLT GmbH";"ABR954096360442";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL985906284634";"EEG917943309117";"";"5/31/2019";"";"";"";"";"";""
"SEE930460576084";"Dach-PlZw";"In Betrieb";"Solare Strahlungsenergie";"7,56";"7,56";"5/24/2019";"6/7/2019";"Sachsen";"04442";"Zwenkau";"";"";"";"";"14729430";"";"";"24";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"12/17/2019";"";"";"natürliche Person (ABR974059272063)";"ABR974059272063";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL913579596778";"EEG986319663658";"E41081010000000000000000000299499";"5/24/2019";"";"";"";"";"";""
"SEE900429548841";"Speicher-PlZw";"In Betrieb";"Speicher";"3";"3";"5/24/2019";"6/7/2019";"Sachsen";"04442";"Zwenkau";"";"";"";"";"14729430";"";"";"";"";"";"";"";"";"";"5,85";"";"";"1/13/2020";"";"";"natürliche Person (ABR974059272063)";"ABR974059272063";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL951481571513";"EEG908949978957";"";"5/24/2019";"";"";"";"";"";""
"SEE923278669772";"Edeka Fruchtreiferei Ost";"In Betrieb";"Solare Strahlungsenergie";"408,9";"363";"4/25/2017";"6/11/2019";"Sachsen";"04552";"Borna";"Staufenbergstraße";"16";"";"";"14729050";"51,116";"12,493";"1410";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"9/19/2019";"";"";"EDEKA Fruchtreiferei";"ABR909835683665";"Teileinspeisung";"";"Städtische Werke Borna Netz GmbH (SNB946013720880)";"SNB946013720880";"In Prüfung";"Mittelspannung";"SEL906559984177";"EEG920781901214";"E40067010455201000000000005100633";"4/25/2017";"";"";"";"";"";""
"SEE994650939905";"Dachanlage";"In Betrieb";"Solare Strahlungsenergie";"6,18";"6";"6/6/2019";"6/6/2019";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"19";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/6/2019";"";"";"natürliche Person (ABR977147205189)";"ABR977147205189";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL902538274468";"EEG965450759970";"";"6/6/2019";"";"";"";"";"";""
"SEE985666380294";"E3DC Speicher";"In Betrieb";"Speicher";"3";"3";"6/6/2019";"6/6/2019";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"5,9";"";"";"6/6/2019";"";"";"natürliche Person (ABR977147205189)";"ABR977147205189";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL958520492754";"EEG956764774919";"";"6/6/2019";"";"";"";"";"";""
"SEE951228120561";"PVA_Gerschler_Leipzig";"In Betrieb";"Solare Strahlungsenergie";"5,58";"5";"5/25/2019";"6/7/2019";"Sachsen";"04178";"Leipzig";"";"";"";"";"14713000";"";"";"18";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"12/10/2019";"";"";"natürliche Person (ABR955809317258)";"ABR955809317258";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL988542266736";"EEG996496615791";"E41081010000000000000000000297871";"5/25/2019";"";"";"";"";"";""
"SEE951776398757";"Photovoltaik-Anlage";"In Betrieb";"Solare Strahlungsenergie";"2,44";"2,44";"6/5/2019";"6/7/2019";"Sachsen";"04279";"Leipzig";"";"";"";"";"14713000";"";"";"8";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"8/16/2019";"";"";"natürliche Person (ABR973023555249)";"ABR973023555249";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL985006118815";"EEG906996881916";"E40770010000010005097787131500001";"6/5/2019";"";"";"";"";"";""
"SEE963158557089";"PV Anlage";"In Betrieb";"Solare Strahlungsenergie";"6,3";"5,5";"4/29/2019";"6/7/2019";"Sachsen";"04886";"Arzberg";"";"";"";"";"14730010";"";"";"21";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11/27/2019";"";"";"natürliche Person (ABR953491669396)";"ABR953491669396";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL980213930915";"EEG999536917428";"E41081010000000000000000000297024";"4/29/2019";"";"";"";"";"";""
"SEE958778189512";"FS_Hausdach";"In Betrieb";"Solare Strahlungsenergie";"8,96";"8,5";"5/29/2019";"6/7/2019";"Sachsen";"04683";"Naunhof";"";"";"";"";"14729300";"";"";"28";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"1/7/2020";"";"";"natürliche Person (ABR939317814676)";"ABR939317814676";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL918874244867";"EEG970316414405";"E41081010000000000000000000299697";"5/29/2019";"";"";"";"";"";""
