"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Meldedatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Strasse";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE943746523412";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"6,2";"6";"5/15/2019";"6/7/2019";"Sachsen";"04207";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/5/2020";"";"";"natürliche Person (ABR939138400966)";"ABR939138400966";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931); Netz Leipzig GmbH (SNB948859455841)";"SNB916269213931; SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL930729074030";"EEG931410199919";"";"5/15/2019";"";"";"";"";"";""
"SEE983946096415";"DZ_OS_F";"In Betrieb";"Solare Strahlungsenergie";"6,51";"6,51";"5/8/2019";"6/7/2019";"Sachsen";"04509";"Delitzsch";"";"";"";"";"14730070";"";"";"21";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/21/2019";"";"";"natürliche Person (ABR971958546202)";"ABR971958546202";"Teileinspeisung";"";"Stadtwerke Delitzsch GmbH (SNB937001443546)";"SNB937001443546";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL970653846822";"EEG931583226245";"";"6/7/2019";"";"";"";"";"";""
"SEE980761958140";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"6,355";"6";"6/30/2015";"6/8/2019";"Sachsen";"04860";"Torgau";"";"";"";"";"14730310";"";"";"31";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"8/22/2019";"";"";"natürliche Person (ABR950671201360)";"ABR950671201360";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL969194443812";"EEG974616109665";"E4066301E0011880020P0000000400001";"6/30/2015";"";"";"";"";"";""
"SEE989436134599";"PVA-Pegau";"In Betrieb";"Solare Strahlungsenergie";"26,1";"25";"6/8/2019";"6/8/2019";"Sachsen";"04523";"Pegau";"";"";"";"";"14729350";"";"";"87";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"1/9/2020";"";"";"natürliche Person (ABR905433196910)";"ABR905433196910";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL992588553392";"EEG926766090294";"E41081010000000000000000000301942";"6/8/2019";"";"";"";"";"";""
"SEE980635912643";"PV- Garagendach";"In Betrieb";"Solare Strahlungsenergie";"5,37";"5,37";"5/17/2019";"6/8/2019";"Sachsen";"04435";"Schkeuditz";"";"";"";"";"14730270";"";"";"16";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/8/2019";"";"";"natürliche Person (ABR969639889533)";"ABR969639889533";"Teileinspeisung";"";"Stadtwerke Schkeuditz GmbH (SNB942159258331)";"SNB942159258331";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL974408525314";"EEG953610104142";"";"5/17/2019";"";"";"";"";"";""
"SEE909553182433";"SunnyBoy";"In Betrieb";"Speicher";"6,6";"3,68";"6/4/2019";"6/8/2019";"Sachsen";"04159";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"6,6";"";"";"6/11/2019";"";"";"natürliche Person (ABR956456805419)";"ABR956456805419";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL914236628481";"EEG930681444537";"";"6/4/2019";"";"";"";"";"";""
"SEE961634364206";"PV113";"In Betrieb";"Solare Strahlungsenergie";"7,02";"7";"12/12/2014";"6/9/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Sonstige)";"12/31/2019";"";"";"natürliche Person (ABR974462494601)";"ABR974462494601";"Teileinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL915523930454";"EEG927259861025";"";"11/30/2014";"";"";"";"";"";""
"SEE996391527366";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"3,35";"3";"7/8/2019";"7/18/2019";"Sachsen";"04178";"Leipzig";"";"";"";"";"14713000";"";"";"10";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"7/18/2019";"";"";"natürliche Person (ABR958011416399)";"ABR958011416399";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL996700018998";"EEG965229705917";"E41081010000000000000000000300781";"7/8/2019";"";"";"";"";"";""
"SEE990184608805";"TESLA Powerwall";"In Betrieb";"Speicher";"13";"12";"6/1/2019";"6/10/2019";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"";"";"";"";"";"";"";"13";"";"";"6/10/2019";"";"";"natürliche Person (ABR926906982526)";"ABR926906982526";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL911181687075";"EEG919019142277";"";"6/1/2019";"";"";"";"";"";""
"SEE980521747250";"KWK am Strandbad";"In Betrieb";"Erdgas";"0,75";"0,75";"5/9/2019";"6/10/2019";"Sachsen";"04860";"Torgau";"";"";"";"";"14730310";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Brennstoffzelle";"";"6/11/2019";"";"";"natürliche Person (ABR968937969633)";"ABR968937969633";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL982784629540";"";"";"";"";"KWK947027279005";"5/9/2019";"0.75";"1.1";""
"SEE937897832530";"Wiesen-Speicher";"In Betrieb";"Speicher";"3,6";"3,6";"8/28/2018";"6/11/2019";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"";"";"";"";"";"";"";"3,6";"";"";"6/11/2019";"";"";"natürliche Person (ABR975177314123)";"ABR975177314123";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL926543567322";"EEG910794323899";"";"8/28/2018";"";"";"";"";"";""
"SEE914443288621";"PV 2018";"In Betrieb";"Solare Strahlungsenergie";"81,74";"73";"12/21/2018";"6/11/2019";"Sachsen";"04523";"Pegau";"Thesauer Weg";"15";"";"";"14729350";"51,217";"12,226";"268";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/11/2019";"";"";"Klinger Glas- und Fensterbau GMBH";"ABR964406888108";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL989502146631";"EEG961104600230";"E41081010000000000000000000289470";"12/21/2018";"";"";"";"";"";""
"SEE912447653780";"Scheune";"In Betrieb";"Solare Strahlungsenergie";"3,6";"3";"6/24/2019";"7/6/2019";"Sachsen";"04808";"Lossatal";"";"";"";"";"14729245";"";"";"12";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"1/31/2020";"";"";"natürliche Person (ABR999136431805)";"ABR999136431805";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL992410812321";"EEG981026739078";"E41081010000000000000000000291130";"6/24/2019";"";"";"";"";"";""
"SEE996650617241";"Vitotwin 300-W";"In Betrieb";"Erdgas";"1";"0,93";"11/3/2014";"6/11/2019";"Sachsen";"04178";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Stirlingmotor";"";"6/11/2019";"";"";"natürliche Person (ABR934457359155)";"ABR934457359155";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL932108278084";"";"";"";"";"KWK931848305913";"11/3/2014";"1";"7";""
"SEE969254483727";"solarplexus.eu Modell";"In Betrieb";"Solare Strahlungsenergie";"9,9";"9,9";"5/29/2019";"6/11/2019";"Sachsen";"04275";"Leipzig";"";"";"";"";"14713000";"";"";"44";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/11/2019";"";"";"solarplexus.eu";"ABR938480733326";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL977184808824";"EEG949071725903";"";"5/29/2019";"";"";"";"";"";""
"SEE962308550925";"Einheit 3 Strings";"In Betrieb";"Solare Strahlungsenergie";"9,92";"9,92";"5/28/2019";"6/11/2019";"Sachsen";"04862";"Mockrehna";"";"";"";"";"14730190";"";"";"32";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Sonstige)";"6/11/2019";"";"";"natürliche Person (ABR979059214976)";"ABR979059214976";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL970605400638";"EEG911028053889";"E41081010000000000000000000297501";"5/28/2019";"";"";"";"";"";""
"SEE950804594949";"PVA Widner II";"In Betrieb";"Solare Strahlungsenergie";"9,9";"9,9";"5/9/2019";"6/11/2019";"Sachsen";"04158";"Leipzig";"";"";"";"";"14713000";"";"";"36";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/26/2020";"";"";"natürliche Person (ABR930509762317)";"ABR930509762317";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL927083553400";"EEG973760267252";"E41081010000000000000000000299546";"5/9/2019";"";"";"";"";"";""
"SEE938694929966";"Sonnen PV-Anlage Pötzschau";"In Betrieb";"Solare Strahlungsenergie";"7,92";"7,92";"4/4/2018";"6/12/2019";"Sachsen";"04571";"Rötha";"";"";"";"";"14729370";"";"";"24";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/12/2019";"";"";"natürliche Person (ABR976015798907)";"ABR976015798907";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL932277618544";"EEG967723253468";"";"4/4/2018";"";"";"";"";"";""
"SEE917831877186";"Sonnen SP-Anlage Pötzschau";"In Betrieb";"Speicher";"3,3";"3,3";"4/4/2018";"6/12/2019";"Sachsen";"04571";"Rötha";"";"";"";"";"14729370";"";"";"";"";"";"";"";"";"";"8";"";"";"6/12/2019";"";"";"natürliche Person (ABR976015798907)";"ABR976015798907";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL973327551206";"EEG957054400792";"";"4/4/2018";"";"";"";"";"";""
"SEE968578565041";"Nebengebäude";"In Betrieb";"Solare Strahlungsenergie";"2,35";"1,5";"5/15/2019";"6/12/2019";"Sachsen";"04862";"Mockrehna";"";"";"";"";"14730190";"";"";"9";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/12/2019";"";"";"natürliche Person (ABR981072406962)";"ABR981072406962";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL985674703535";"EEG989085345964";"E41081010000000000000000000298545";"5/15/2019";"";"";"";"";"";""
"SEE907223531574";"Dahlen Bahnhofstr.";"In Betrieb";"Solare Strahlungsenergie";"8";"7";"10/29/2014";"6/12/2019";"Sachsen";"04774";"Dahlen";"";"";"";"";"14730060";"";"";"32";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/12/2019";"";"";"natürliche Person (ABR974637798084)";"ABR974637798084";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL912726535455";"EEG965881077520";"E41081010000000000000000000223341";"10/29/2014";"";"";"";"";"";""
"SEE993788704812";"Speichereinheit";"In Betrieb";"Speicher";"3,2";"3,2";"2/13/2019";"6/12/2019";"Sachsen";"04668";"Parthenstein";"";"";"";"";"14729340";"";"";"";"";"";"";"";"";"";"9,6";"";"";"6/12/2019";"";"";"natürliche Person (ABR957561723513)";"ABR957561723513";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL919179349950";"EEG918284933092";"";"2/13/2019";"";"";"";"";"";""
"SEE944737373665";"Geschäftsgebäude";"In Betrieb";"Solare Strahlungsenergie";"5,5";"5,5";"7/10/2019";"8/31/2019";"Sachsen";"04509";"Löbnitz";"";"";"";"";"14730180";"";"";"20";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"8/31/2019";"";"";"natürliche Person (ABR990557405222)";"ABR990557405222";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL939117429841";"EEG946382347787";"";"7/10/2019";"";"";"";"";"";""
"SEE919829873743";"PV-Anlage H 9,10 &11";"In Betrieb";"Solare Strahlungsenergie";"345,6";"345,6";"2/27/2019";"6/13/2019";"Sachsen";"04249";"Leipzig";"Rippachtalstraße";"10";"";"";"14713000";"51,305";"12,312";"1280";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/26/2020";"";"";"BBG Bodenbearbeitungsgeräte Leipzig GmbH & Co.KG";"ABR958521783653";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Mittelspannung";"SEL969669041260";"EEG997257131161";"E40770010000010005097784527900001";"2/27/2019";"";"";"";"";"";""
"SEE947976712295";"Zner";"In Betrieb";"Solare Strahlungsenergie";"9,3";"8,5";"6/7/2019";"6/13/2019";"Sachsen";"04509";"Wiedemar";"";"";"";"";"14730340";"";"";"30";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/13/2019";"";"";"natürliche Person (ABR987555761085)";"ABR987555761085";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL904473160257";"EEG998417856559";"";"6/7/2019";"";"";"";"";"";""
"SEE906942761101";"ZnerSp";"In Betrieb";"Speicher";"7,7";"7,7";"6/7/2019";"6/13/2019";"Sachsen";"04509";"Wiedemar";"";"";"";"";"14730340";"";"";"";"";"";"";"";"";"";"7,7";"";"";"6/13/2019";"";"";"natürliche Person (ABR987555761085)";"ABR987555761085";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL902677375583";"EEG959455379820";"";"6/7/2019";"";"";"";"";"";""
"SEE923683921939";"PV-LENZ";"In Betrieb";"Solare Strahlungsenergie";"6,82";"6,82";"6/13/2019";"6/13/2019";"Sachsen";"04758";"Oschatz";"";"";"";"";"14730230";"";"";"22";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/8/2020";"";"";"natürliche Person (ABR960352923115)";"ABR960352923115";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL905233819651";"EEG938073560667";"E41081010000000000000000000301300";"6/13/2019";"";"";"";"";"";""
"SEE987866357397";"Trefies";"In Betrieb";"Solare Strahlungsenergie";"9,28";"8,5";"6/12/2019";"6/17/2019";"Sachsen";"04318";"Leipzig";"";"";"";"";"14713000";"";"";"29";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/22/2019";"";"";"natürliche Person (ABR966073910441)";"ABR966073910441";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL933436607676";"EEG962965487633";"E40770010000010005097788105900001";"6/12/2019";"";"";"";"";"";""
"SEE977687948522";"Nebengebäude";"In Betrieb";"Solare Strahlungsenergie";"5,78";"5,5";"4/15/2019";"6/13/2019";"Sachsen";"04838";"Laußig";"";"";"";"";"14730160";"";"";"17";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/13/2019";"";"";"natürliche Person (ABR939169739479)";"ABR939169739479";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL980704820916";"EEG912000425939";"E41081010000000000000000000294232";"4/15/2019";"";"";"";"";"";""
"SEE982354572962";"Speicher";"In Betrieb";"Speicher";"6,4";"5,5";"7/11/2019";"7/12/2019";"Sachsen";"04838";"Laußig";"";"";"";"";"14730160";"";"";"";"";"";"";"";"";"";"6,4";"";"";"7/12/2019";"";"";"natürliche Person (ABR939169739479)";"ABR939169739479";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL937631908439";"EEG920037463787";"";"7/11/2019";"";"";"";"";"";""
"SEE974788514410";"Güter 5";"In Betrieb";"Solare Strahlungsenergie";"29,4";"27,5";"6/30/2014";"6/13/2019";"Sachsen";"04860";"Torgau";"";"";"";"";"14730310";"";"";"120";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"8/9/2019";"";"";"natürliche Person (ABR934248351610)";"ABR934248351610";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL982191463317";"EEG941703649724";"E4066301E0010600050P0000000400001";"6/30/2014";"";"";"";"";"";""
"SEE946289863557";"Garagendach";"In Betrieb";"Solare Strahlungsenergie";"2,35";"2,35";"1/1/2018";"6/14/2019";"Sachsen";"04862";"Mockrehna";"";"";"";"";"14730190";"";"";"8";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/14/2019";"";"";"natürliche Person (ABR938187102098)";"ABR938187102098";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL938085972755";"EEG995134271702";"";"1/1/2018";"";"";"";"";"";""
"SEE987865499906";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"9,9";"9";"9/18/2018";"6/14/2019";"Sachsen";"04838";"Eilenburg";"";"";"";"";"14730110";"";"";"30";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/14/2019";"";"";"natürliche Person (ABR978817224981)";"ABR978817224981";"Volleinspeisung";"";"Stadtwerke Eilenburg GmbH (SNB977174706994)";"SNB977174706994";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL934755182646";"EEG986185714188";"";"9/18/2018";"";"";"";"";"";""
"SEE998224056456";"Block";"In Betrieb";"Solare Strahlungsenergie";"10";"10";"5/8/2019";"6/15/2019";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"37";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/18/2019";"";"";"natürliche Person (ABR989674359969)";"ABR989674359969";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL903398992417";"EEG968395800332";"E41081010000000000000000000296844";"5/28/2019";"";"";"";"";"";""
"SEE941283954065";"Potpourri";"In Betrieb";"Solare Strahlungsenergie";"2,85";"2";"12/13/2018";"6/15/2019";"Sachsen";"04178";"Leipzig";"";"";"";"";"14713000";"";"";"10";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/4/2020";"";"";"natürliche Person (ABR942792741092)";"ABR942792741092";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL976464561046";"EEG988897780864";"E41081010000000000000000000255952";"12/13/2017";"";"";"";"";"";""
"SEE969196907121";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"9,92";"9,92";"5/1/2019";"6/16/2019";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"30";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/16/2019";"";"";"natürliche Person (ABR926906982526)";"ABR926906982526";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL980046470640";"EEG955872932877";"";"4/30/2019";"";"";"";"";"";""
"SEE912695578729";"Module";"In Betrieb";"Solare Strahlungsenergie";"8,37";"8,37";"6/18/2019";"7/1/2019";"Sachsen";"04838";"Jesewitz";"";"";"";"";"14730140";"";"";"27";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"7/1/2019";"";"";"natürliche Person (ABR993281348353)";"ABR993281348353";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL990209369971";"EEG914527195968";"E41081010000000000000000000300901";"6/18/2019";"";"";"";"";"";""
"SEE902684531378";"Speicher";"In Betrieb";"Speicher";"11,7";"11,7";"6/18/2019";"7/1/2019";"Sachsen";"04838";"Jesewitz";"";"";"";"";"14730140";"";"";"";"";"";"";"";"";"";"11,7";"";"";"7/1/2019";"";"";"natürliche Person (ABR993281348353)";"ABR993281348353";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL913619494606";"EEG941976614986";"";"6/18/2019";"";"";"";"";"";""
"SEE931139878300";"Hobby";"In Betrieb";"Solare Strahlungsenergie";"4,96";"4,96";"6/12/2019";"6/16/2019";"Sachsen";"04425";"Taucha";"";"";"";"";"14730300";"";"";"16";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/16/2019";"";"";"natürliche Person (ABR988272543145)";"ABR988272543145";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL931772488379";"EEG983966441400";"";"6/12/2019";"";"";"";"";"";""
"SEE996589210476";"Nebengebäude";"In Betrieb";"Solare Strahlungsenergie";"8";"8";"7/16/2014";"6/16/2019";"Sachsen";"04758";"Hof";"";"";"";"";"14730210";"";"";"44";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"6/16/2019";"";"";"natürliche Person (ABR995539001867)";"ABR995539001867";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL920234024071";"EEG903888418663";"E41081010000000000000000000219172";"7/16/2014";"";"";"";"";"";""
"SEE971990317907";"SonneMTL";"In Betrieb";"Solare Strahlungsenergie";"4,185";"4";"7/10/2014";"6/16/2019";"Sachsen";"04668";"Parthenstein";"";"";"";"";"14729340";"";"";"27";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/19/2020";"";"";"natürliche Person (ABR995452941493)";"ABR995452941493";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL914896135350";"EEG986752124822";"E41081010000000000000000000222738";"7/10/2014";"";"";"";"";"";""
